Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
567704;-6,94;-7,53;-5,84
567724;-6,55;-7,49;-5,77
567744;-6,24;-7,53;-5,92
567764;-5,96;-7,53;-5,92
567784;-5,96;-7,61;-5,92
567804;-5,84;-7,73;-5,73
567824;-5,61;-7,85;-5,69
567844;-5,18;-8,00;-5,84
567864;-5,10;-8,28;-5,69
567884;-4,55;-8,43;-5,65
567904;-4,04;-8,63;-5,84
567924;-3,53;-8,67;-5,77
567944;-3,02;-8,87;-5,84
567964;-2,59;-8,87;-6,00
567984;-2,55;-8,94;-6,00
568004;-2,24;-9,02;-6,04
568024;-1,92;-8,90;-6,24
568044;-1,73;-8,90;-6,24
568064;-1,69;-8,94;-6,43
568084;-1,37;-9,02;-6,43
568104;-0,98;-8,90;-6,47
568124;-0,98;-8,90;-6,39
568144;-0,59;-8,98;-6,39
568164;-0,16;-8,90;-6,32
568184;-0,04;-8,90;-6,51
568204;0,00;-8,87;-6,43
568224;-0,04;-9,06;-6,63
568244;0,00;-9,14;-6,47
568264;0,16;-9,10;-6,35
568284;0,24;-9,14;-6,35
568304;0,20;-9,30;-6,08
568324;0,35;-9,30;-6,12
568344;0,35;-9,22;-6,00
568364;0,43;-9,34;-6,00
568384;0,47;-9,41;-5,88
568404;0,47;-9,53;-5,69
568424;0,27;-9,49;-5,69
568444;0,16;-9,49;-5,65
568464;0,04;-9,45;-5,53
568484;-0,12;-9,57;-5,37
568504;-0,63;-9,53;-5,41
568524;-1,10;-9,61;-5,22
568544;-1,29;-9,61;-5,02
568564;-1,73;-9,57;-5,18
568584;-1,92;-9,61;-5,22
568604;-2,12;-9,77;-5,26
568624;-2,28;-9,77;-5,10
568644;-2,86;-9,85;-5,06
568664;-2,86;-9,85;-4,94
568684;-3,37;-9,96;-4,94
568704;-3,41;-9,81;-4,55
568724;-4,00;-9,73;-4,43
568744;-4,47;-9,69;-4,31
568764;-4,67;-9,53;-4,24
568784;-4,82;-9,49;-4,16
568804;-5,18;-9,45;-3,80
568824;-5,49;-9,38;-3,37
568844;-5,84;-9,22;-3,18
568864;-6,12;-9,14;-3,22
568884;-6,43;-9,02;-2,94
568904;-6,67;-8,94;-2,86
568924;-7,02;-8,98;-2,71
568944;-7,26;-8,90;-2,71
568964;-7,26;-8,67;-2,51
568984;-7,45;-8,47;-2,51
569004;-7,45;-8,36;-2,63
569024;-7,34;-8,28;-2,86
569044;-7,34;-8,16;-2,82
569064;-7,49;-7,88;-2,82
569084;-7,57;-7,81;-3,18
569104;-7,53;-7,77;-3,57
569124;-7,53;-7,69;-3,65
569144;-7,61;-7,49;-3,84
569164;-7,53;-7,37;-4,16
569184;-7,53;-7,30;-4,55
569204;-7,53;-7,30;-4,82
569224;-7,61;-7,22;-4,82
569244;-7,61;-6,90;-5,18
569264;-7,49;-6,98;-5,41
569284;-7,53;-6,83;-5,69
569304;-7,49;-6,59;-6,08
569324;-7,34;-6,51;-6,32
569344;-7,10;-6,43;-6,47
569364;-6,83;-6,32;-6,63
569384;-6,90;-6,32;-6,67
569404;-7,02;-6,28;-6,83
569424;-6,86;-6,00;-7,18
569444;-6,43;-5,84;-7,53
569464;-6,28;-5,69;-7,65
569484;-6,08;-5,61;-7,92
569504;-6,00;-5,45;-8,12
569524;-5,77;-5,41;-8,51
569544;-5,61;-5,49;-8,55
569564;-5,41;-5,41;-8,63
569584;-4,75;-5,22;-9,10
569604;-4,47;-5,22;-9,10
569624;-4,08;-5,33;-9,30
569644;-3,77;-5,30;-9,49
569664;-3,65;-5,18;-9,69
569684;-3,37;-5,06;-9,85
569704;-3,10;-4,98;-9,89
569724;-3,10;-5,02;-10,04
569744;-2,90;-5,02;-9,96
569764;-2,59;-5,02;-9,96
569784;-2,24;-5,18;-9,89
569804;-2,16;-5,37;-10,00
569824;-2,12;-5,30;-10,04
569844;-2,28;-5,26;-9,92
569864;-2,39;-5,10;-9,81
569884;-2,43;-5,02;-9,96
569904;-2,28;-4,94;-9,96
569924;-2,47;-5,14;-9,77
569944;-2,59;-5,22;-9,69
569964;-2,71;-5,06;-9,61
569984;-3,02;-4,94;-9,61
570004;-3,26;-5,06;-9,61
570024;-3,65;-5,10;-9,41
570044;-4,20;-5,18;-9,45
570064;-4,79;-5,30;-9,38
570084;-5,14;-5,37;-9,18
570104;-5,53;-5,33;-8,94
570124;-5,84;-5,45;-8,75
570144;-6,24;-5,49;-8,55
570164;-6,55;-5,57;-8,47
570184;-6,86;-5,49;-8,00
570204;-7,06;-5,41;-7,69
570224;-7,30;-5,37;-7,45
570244;-7,61;-5,57;-7,34
570264;-7,61;-5,45;-6,90
570284;-8,04;-5,45;-6,43
570304;-8,47;-6,24;-6,43
570324;-8,39;-6,16;-6,04
570344;-8,12;-5,81;-5,77
570364;-7,81;-5,41;-5,26
570384;-7,88;-5,69;-4,98
570404;-8,32;-5,84;-4,79
570424;-9,22;-6,08;-4,47
570444;-10,12;-6,79;-4,16
570464;-10,71;-7,34;-4,04
570484;-10,40;-7,53;-4,28
570504;-9,81;-7,85;-4,00
570524;-9,02;-8,24;-3,84
570544;-8,43;-8,28;-3,57
570564;-7,96;-8,55;-3,37
570584;-7,49;-8,75;-3,18
570604;-6,86;-8,94;-3,14
570624;-6,32;-9,10;-2,94
570644;-5,69;-9,02;-2,79
570664;-4,90;-9,06;-2,59
570684;-4,12;-9,30;-2,51
570704;-3,14;-9,38;-2,55
570724;-2,55;-9,61;-2,28
570744;-2,24;-9,89;-2,35
570764;-2,00;-9,92;-2,35
570784;-1,49;-10,08;-2,31
570804;-1,49;-10,12;-1,96
570824;-1,02;-10,12;-2,04
570844;-0,31;-10,12;-2,04
570864;-0,16;-10,12;-2,35
570884;-0,35;-10,04;-2,39
570904;-0,47;-10,00;-2,20
570924;-0,71;-10,04;-2,31
570944;-0,78;-10,00;-2,12
570964;-0,59;-9,92;-2,20
570984;-0,27;-9,61;-2,67
571004;0,00;-9,57;-3,18
571024;-0,39;-9,73;-3,69
571044;-0,35;-9,73;-3,84
571064;-0,12;-9,34;-4,24
571084;-0,16;-8,79;-4,86
571104;-0,39;-8,75;-5,61
571124;-0,35;-8,47;-5,57
571144;-1,22;-8,08;-6,39
571164;-1,18;-7,73;-6,98
571184;-1,65;-7,18;-7,06
571204;-2,28;-6,67;-7,53
571224;-2,59;-6,28;-7,69
571244;-3,06;-5,02;-7,96
571264;-3,73;-4,28;-7,88
571284;-4,35;-4,31;-7,96
571304;-4,67;-4,55;-8,39
571324;-4,94;-3,30;-8,43
571344;-4,94;-2,59;-8,20
571364;-5,22;-2,59;-8,39
571384;-5,41;-2,59;-8,39
571404;-5,96;-2,55;-8,32
571424;-6,94;-1,84;-8,75
571444;-8,08;-0,59;-8,75
571464;-8,71;-0,63;-8,79
571484;-9,02;-0,16;-9,22
571504;-9,57;0,12;-9,34
571524;-9,96;0,24;-9,38
571544;-10,43;0,86;-9,34
571564;-10,71;1,41;-9,61
571584;-10,67;1,37;-9,65
571604;-10,36;1,61;-9,92
571624;-10,32;1,65;-10,04
571644;-10,51;1,53;-10,28
571664;-10,55;1,37;-10,40
571684;-10,32;1,41;-10,32
571704;-9,92;1,18;-10,43
571724;-9,26;1,06;-10,36
571744;-8,47;1,14;-10,40
571764;-8,12;0,86;-10,24
571784;-7,85;0,63;-10,28
571804;-7,34;0,75;-10,24
571824;-6,83;0,82;-10,04
571844;-6,35;0,82;-9,96
571864;-6,00;0,31;-9,92
571884;-6,00;0,20;-9,61
571904;-5,77;0,20;-9,61
571924;-5,37;-0,16;-9,61
571944;-5,30;-0,24;-9,61
571964;-5,10;-0,75;-9,69
571984;-4,79;-0,86;-9,65
572004;-4,28;-1,06;-9,49
572024;-3,69;-1,61;-9,81
572044;-3,22;-1,41;-9,57
572064;-2,63;-1,69;-9,89
572084;-2,59;-2,04;-9,73
572104;-2,00;-2,71;-9,61
572124;-1,77;-2,94;-9,53
572144;-1,29;-3,26;-9,77
572164;-1,22;-4,00;-9,49
572184;-1,26;-4,16;-9,14
572204;-1,14;-5,18;-9,34
572224;-1,10;-5,61;-9,22
572244;-0,78;-6,00;-8,87
572264;-0,75;-6,20;-8,63
572284;-0,78;-6,79;-8,83
572304;-0,86;-7,18;-8,43
572324;-1,33;-7,96;-8,36
572344;-1,88;-8,63;-8,16
572364;-2,20;-9,22;-8,00
572384;-2,59;-9,92;-7,65
572404;-2,79;-10,28;-7,41
572424;-2,79;-10,20;-6,94
572444;-2,98;-10,20;-6,94
572464;-3,22;-10,12;-6,59
572484;-3,37;-11,38;-5,73
572504;-3,10;-12,04;-5,22
572524;-2,35;-11,96;-4,86
572544;-1,84;-12,08;-4,47
572564;-1,33;-12,12;-4,31
572584;-0,98;-12,08;-4,16
572604;-0,59;-11,96;-4,08
572624;-0,08;-11,77;-3,92
572644;0,63;-11,69;-3,73
572664;1,26;-11,38;-3,49
572684;2,24;-10,94;-3,45
572704;3,06;-10,55;-3,41
572724;4,35;-10,20;-3,14
572744;5,22;-9,89;-3,10
572764;6,08;-9,53;-2,86
572784;6,75;-9,26;-2,47
572804;7,10;-8,87;-1,96
572824;7,18;-8,39;-1,61
572844;7,41;-7,88;-1,02
572864;7,77;-7,69;-0,39
572884;7,96;-7,57;-0,04
572904;7,88;-7,22;0,04
572924;8,16;-6,75;0,00
572944;8,28;-6,63;0,12
572964;8,28;-6,63;0,00
572984;8,20;-6,47;0,00
573004;8,36;-6,04;0,12
573024;8,43;-5,81;0,16
573044;8,51;-5,69;0,24
573064;8,59;-5,37;0,24
573084;8,51;-5,33;0,27
573104;8,75;-5,45;0,43
573124;9,14;-5,26;0,98
573144;9,06;-5,18;1,57
573164;9,10;-5,18;2,20
573184;9,38;-4,63;3,22
573204;9,81;-4,24;3,57
573224;10,24;-3,84;3,53
573244;11,30;-3,37;3,69
573264;11,18;-3,26;3,37
573284;10,32;-2,75;2,51
573304;9,61;-2,24;1,77
573324;8,59;-2,24;0,94
573344;7,37;-2,16;-0,39
573364;6,67;-1,61;-1,61
573384;5,73;-1,18;-3,06
573404;4,86;-1,26;-4,31
573424;4,39;-1,10;-5,02
573444;4,00;-1,06;-5,53
573464;3,41;-1,06;-6,47
573484;3,41;-1,29;-7,34
573504;3,73;-1,29;-7,45
573524;3,57;-0,94;-7,45
573544;2,98;0,12;-8,32
573564;2,43;0,94;-9,57
573584;1,61;1,96;-9,65
573604;1,18;2,39;-9,92
573624;1,18;2,82;-10,28
573644;1,29;3,33;-10,36
573664;1,22;3,88;-10,20
573684;0,86;3,88;-10,32
573704;1,14;3,84;-10,79
573724;1,26;3,77;-11,10
573744;1,22;4,63;-10,83
573764;0,86;6,04;-10,20
573784;0,90;7,10;-10,28
573804;1,02;7,88;-10,00
573824;1,10;8,71;-10,12
573844;1,18;8,98;-10,59
573864;0,98;9,14;-10,59
573884;1,26;9,34;-11,26
573904;1,10;8,75;-10,55
573924;0,43;8,20;-10,47
573944;0,59;8,51;-10,16
573964;0,47;8,67;-9,89
573984;0,20;9,30;-9,89
574004;0,27;9,06;-9,73
574024;0,27;8,59;-10,00
574044;0,43;8,59;-9,92
574064;0,35;7,92;-9,92
574084;0,08;7,49;-10,24
574104;0,08;6,94;-10,24
574124;-0,12;6,24;-10,08
574144;-0,43;5,49;-10,16
574164;-0,16;5,10;-10,40
574184;0,16;4,55;-10,32
574204;-0,04;3,92;-10,08
574224;-0,39;3,26;-10,40
574244;-0,35;2,67;-10,24
574264;-0,20;2,12;-10,55
574284;-0,24;1,61;-10,28
574304;-0,12;0,67;-10,16
574324;-0,04;-0,12;-10,55
574344;-0,12;-0,39;-10,55
574364;-0,12;-1,14;-10,12
574384;0,39;-1,73;-9,61
574404;0,78;-2,20;-10,00
574424;0,63;-2,75;-9,81
574444;0,31;-2,75;-9,22
574464;0,78;-3,41;-8,87
574484;2,31;-4,24;-8,28
574504;-0,78;-5,88;-8,39
574524;1,92;-4,94;-7,85
574544;2,71;-4,55;-7,30
574564;2,71;-5,81;-6,90
574584;4,12;-5,81;-6,94
574604;4,31;-6,43;-6,94
574624;4,39;-6,12;-6,24
574644;4,28;-6,24;-5,26
574664;4,47;-7,45;-4,79
574684;4,75;-7,65;-3,88
574704;4,71;-7,22;-3,92
574724;4,51;-7,96;-3,84
574744;5,10;-8,47;-2,75
574764;4,75;-8,71;-2,20
574784;4,00;-8,87;-1,69
574804;4,00;-9,38;-1,49
574824;3,80;-9,92;-1,14
574844;3,30;-10,16;-0,78
574864;3,06;-10,47;-0,16
574884;2,71;-11,10;1,02
574904;2,04;-11,53;1,84
574924;1,22;-11,45;2,35
574944;0,67;-11,26;2,55
574964;0,04;-11,14;2,55
574984;-0,31;-11,14;3,26
575004;-0,78;-11,02;3,33
575024;-1,73;-11,10;2,82
575044;-2,71;-10,87;2,86
575064;-3,10;-10,75;3,10
575084;-3,65;-10,71;2,31
575104;-3,65;-10,59;2,08
575124;-4,00;-10,59;2,35
575144;-4,31;-10,40;2,35
575164;-4,35;-9,96;2,28
575184;-4,24;-9,41;2,55
575204;-3,92;-9,18;2,75
575224;-4,35;-9,06;2,39
575244;-4,90;-8,94;2,63
575264;-5,37;-8,67;2,63
575284;-5,53;-8,51;2,59
575304;-6,00;-8,67;2,67
575324;-6,71;-8,63;2,16
575344;-7,61;-8,87;0,90
575364;-8,43;-8,98;-0,43
575384;-8,94;-8,90;-1,33
575404;-8,98;-8,94;-2,28
575424;-8,47;-8,59;-2,90
575444;-7,96;-8,39;-4,35
575464;-7,69;-7,81;-5,33
575484;-7,53;-7,18;-6,08
575504;-6,94;-6,83;-6,35
575524;-6,63;-6,63;-6,71
575544;-6,39;-6,47;-7,18
575564;-6,12;-6,16;-7,53
575584;-5,84;-6,55;-7,96
575604;-5,33;-6,32;-8,47
575624;-4,63;-5,77;-8,90
575644;-4,63;-5,06;-9,18
575664;-4,08;-5,06;-9,18
575684;-3,69;-4,43;-9,14
575704;-3,18;-4,39;-9,18
575724;-2,79;-4,75;-9,18
575744;-2,67;-4,79;-9,34
575764;-3,30;-4,43;-9,34
575784;-3,49;-4,35;-9,49
575804;-3,30;-4,39;-9,18
575824;-3,22;-4,59;-9,30
575844;-3,92;-4,82;-9,14
